20260610T,4394.8,4394.8,4394.8,4394.8,0
20260611T,4103.0,4103.0,4103.0,4103.0,0
20260612T,4228.61,4228.61,4228.61,4228.61,0
20260615T,4372.5,4372.5,4372.5,4372.5,0
20260616T,3597.77,3597.77,3597.77,3597.77,0
20260617T,4353.35,4353.35,4353.35,4353.35,0
20260618T,4278.8,4278.8,4278.8,4278.8,0
20260622T,4375.13,4375.13,4375.13,4375.13,0
20260623T,4142.91,4142.91,4142.91,4142.91,0
20260624T,4061.21,4061.21,4061.21,4061.21,0
20260625T,4028.58,4028.58,4028.58,4028.58,0
20260626T,4068.14,4068.14,4068.14,4068.14,0
